Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Electrify Squash Div 15,12,11,1,59,48,12
RELAY 2,13,9,4,53,44,21
Squash-On,13,9,4,47,38,26
Squashathon MeGa,13,6,6,35,29,33
Fusion Squash Club 3,13,5,8,35,30,35
TNG 3,12,5,7,26,23,37
i-Mask Advance Squash Club 6,12,3,9,23,20,40
Serve - Ivors,12,1,10,14,14,42
