Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 1,13,13,0,70,57,8
Kowloon Cricket Club 4,13,10,3,55,45,20
Hong Kong Football Club 4B,13,8,5,45,37,28
Hong Kong Football Club 4A,13,7,6,42,35,30
United Services Recreation Club 1,13,5,8,38,33,32
NEXUS 2,13,4,9,28,24,41
Hong Kong Cricket Club 3,13,4,9,26,22,43
Sha Tin 2,13,1,12,8,7,58
