Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2A,13,11,2,46,35,17
Hong Kong Football Club M2B,12,10,2,43,33,15
Hong Kong Cricket Club M2B,13,5,8,30,25,27
Hong Kong Cricket Club M2A,13,6,7,29,23,29
Ladies Recreation Club M2A,13,4,9,28,24,28
Ladies Recreation Club M2B,12,2,10,13,12,36
