Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
North District Sports Association 1,13,12,1,60,48,17
Alpha CUHK,13,10,3,58,48,17
Winter Warriors,13,9,4,55,46,19
South China Athletic Association,12,10,2,52,42,18
Hong Kong Football Club 12A,13,10,3,49,39,26
Sea Bear,13,7,6,46,39,26
ZOMA,13,4,9,31,27,38
Star River 2,12,4,8,25,21,39
Hong Kong Racketlon Assoication 2,12,4,8,25,21,39
Hong Kong Football Club 12B,13,3,10,22,20,45
CSD Squash Team,13,2,11,19,18,47
Latecomers,12,1,11,12,11,49
