Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 13,50.0,100.0,83.33333333333334,83.33333333333334,100.0,83.33333333333334,27
Fusion Squash Club 2,83.33333333333334,66.66666666666666,83.33333333333334,83.33333333333334,80.0,79.33333333333334,29
SocGen Squash,37.5,42.857142857142854,85.71428571428571,83.33333333333334,100.0,69.88095238095238,33
Sha Tin 6,81.81818181818183,63.63636363636363,45.45454545454545,70.0,60.0,64.18181818181819,48
X-Alpha 5,72.72727272727273,45.45454545454545,60.0,44.44444444444444,28.57142857142857,50.23953823953824,48
HKIS Div 13,50.0,50.0,0.0,100.0,0.0,40.0,6
Energy Squash Club 2,0.0,75.0,75.0,33.33333333333333,0.0,36.666666666666664,16
Kinetic 4,70.0,10.0,30.0,22.22222222222222,28.57142857142857,32.15873015873016,46
i-Mask Advance Squash Club 5,100.0,20.0,40.0,0.0,0.0,32.0,18
Energy Squash Club 1,27.27272727272727,30.0,30.0,44.44444444444444,16.666666666666664,29.676767676767675,46
Happy Squash 4,36.36363636363637,63.63636363636363,9.090909090909092,22.22222222222222,0.0,26.262626262626263,51
Yuen Long District Sports Association Limited,30.0,10.0,33.33333333333333,28.57142857142857,14.285714285714285,23.238095238095234,43
