Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Energy Squash Club 1,Kwun Chung Sports Centre,3.0,0.8,2.2
Energy Squash Club 2,HK Squash Centre,3.2,1.2,2.0
X-Alpha 5,Tai Po Sports Ground,3.4285714285714284,1.6,1.8285714285714283
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,3.4,1.7142857142857142,1.6857142857142857
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,3.0,1.5,1.5
HKIS Div 13,HK Squash Centre,2.2,0.75,1.4500000000000002
Sha Tin 6,Cornwall Street Squash Centre,4.5,3.1666666666666665,1.3333333333333335
Kinetic 4,Pei Ho Street Sports Centre,2.4,1.4,1.0
SocGen Squash,HK Squash Centre,3.2,2.5,0.7000000000000002
Happy Squash 4,Wai Tsuen Sports Centre,2.0,1.375,0.625
Fusion Squash Club 2,HK Squash Centre,3.1666666666666665,2.75,0.4166666666666665
Electrify Squash Div 13,HK Squash Centre,4.6,4.333333333333333,0.2666666666666666
