Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
i-Mask Advance Squash Club 5,15,13,2,64,51,24,0,0,0,0
Electrify Squash Div 11,14,11,3,60,49,21,0,0,0,0
Alpha CUHK,15,12,3,58,47,28,0,2,0,0
The Zero Squash Club D11,15,11,4,56,45,30,0,0,0,0
7NT,15,10,5,55,45,30,0,1,0,0
GMDBB,14,10,4,52,42,28,0,0,0,0
Sea Bear,15,4,11,32,28,47,1,0,0,0
South China Athletic Association,14,4,10,32,28,42,0,0,0,0
ZOMA,15,3,12,28,25,50,1,0,0,0
Invader Squash,14,2,12,22,20,50,1,0,0,0
Tuen Mun Squash Club,14,1,13,21,20,50,0,0,0,0
