Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
YLJR,16,12,4,67,55,25,1,1,0,0
Kowloon Cricket Club 4,16,12,4,66,54,26,4,2,0,0
TNGX,16,10,6,65,55,25,0,7,0,0
X-Alpha 2,16,11,5,62,51,29,1,2,0,0
Sha Tin 1,16,11,5,57,48,32,0,0,0,1
Hong Kong Football Club 4B,16,8,8,45,37,43,2,0,0,0
Hong Kong Football Club 4A,16,7,9,40,34,46,1,0,1,0
Hong Kong Cricket Club D4A,16,4,12,27,23,57,6,3,0,0
The Squash Club 1,16,2,14,25,23,57,2,1,0,0
Hong Kong Cricket Club D4B,16,3,13,23,20,60,0,1,0,0
