Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11
Sha Tin 5,20,19.43794379437944,0.562056205620562,93.63456345634563,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Squash Club 3,20,12.804080408040804,7.195919591959196,72.11331133113312,100.00000000000001,0.0,65.91659165916592,33.463346334633464,0.6200620062006201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOSS,20,12.603360336033603,7.396639663966397,70.37123712371238,99.74997499749975,0.0,33.993399339933994,60.7060706070607,5.05050505050505,0.25002500250025006,0.0,0.0,0.0,0.0,0.0,0.0
Kinetic 3,20,11.785278527852785,8.214721472147215,63.226322632263226,76.06760676067607,0.0,0.09000900090009001,5.77057705770577,70.20702070207021,22.352235223522353,1.3101310131013102,0.24002400240024005,0.030003000300030006,0.0,0.0,0.0
Star River 1,20,10.446844684468447,9.553155315531553,61.80628062806281,23.542354235423545,0.0,0.0,0.06000600060006001,23.482348234823483,69.53695369536955,6.25062506250625,0.6300630063006301,0.040004000400040006,0.0,0.0,0.0
Tuen Mun Squash Club,20,10.384338433843384,9.615661566156616,57.58325832583258,0.17001700170017,0.0,0.0,0.0,0.17001700170017,3.67036703670367,40.574057405740575,35.913591359135914,19.671967196719674,0.0,0.0,0.0
Global Squash 2,20,8.129012901290128,11.870987098709872,57.47074707470747,0.27002700270027,0.0,0.0,0.0,0.27002700270027,2.2702270227022705,26.902690269026902,31.803180318031803,38.753875387538756,0.0,0.0,0.0
HKCC Tuesday Night Rockers,20,9.01080108010801,10.989198919891988,57.014801480148016,0.2000200020002,0.0,0.0,0.0,0.2000200020002,1.9201920192019204,24.962496249624962,31.413141314131416,41.494149414941496,0.010001000100010001,0.0,0.0
i-Mask Advance Squash Club 4,20,5.851385138513852,14.148614861486148,46.47014701470147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010001000100010001,97.15971597159717,2.81028102810281,0.020002000200020003
7NT,20,3.7856785678567855,16.214321432143215,40.174517451745174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67006700670067,47.7947794779478,51.53515351535154
Invader Squash,20,5.761276127612762,14.238723872387238,40.13481348134813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.16021602160216,49.394939493949394,48.444844484448446
