Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7
The Hong Kong Jockey Club Div 10,18,15.755675567556755,2.2443244324432445,84.97769776977698,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
Banbil,18,11.74907490749075,6.2509250925092505,70.95139513951395,100.0,0.0,44.05440544054405,55.94559455945595,0.0,0.0,0.0,0.0
RELAY 1,18,12.468346834683468,5.5316531653165315,70.88498849884988,100.0,0.0,55.94559455945595,44.05440544054405,0.0,0.0,0.0,0.0
United Services Recreation Club 3,18,11.531653165316532,6.4683468346834685,63.115011501150114,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
Sha Tin 4,18,5.194219421942194,12.805780578057806,38.90819081908191,0.0,0.0,0.0,0.0,0.0,57.615761576157624,42.38423842384238,0.0
Bravo D10,18,5.2509250925092505,12.74907490749075,38.04860486048605,0.0,0.0,0.0,0.0,0.0,42.38423842384238,57.615761576157624,0.0
Craigengower Cricket Club,18,1.05010501050105,16.94989498949895,10.114111411141113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
