Team,Most Games,Most Wins,Highest Win Percentage
Hong Kong Cricket Club M2,"Head Phil, Bruwer Frank, Janes Gareth (5)","Head Phil, Bruwer Frank (4)","Head Phil, Bruwer Frank (80.0%)"
Hong Kong Football Club M2A,"Pun Teddy, MacDougall Brian (6)",Raducki Stephen (5),Raducki Stephen (100.0%)
Hong Kong Football Club M2B,Scheepers Bradley (5),Scheepers Bradley (1),Scheepers Bradley (20.0%)
Ladies Recreation Club M2,"Moreu Horacio, Leung Chi On (5)","Moreu Horacio, Leung Chi On (2)","Moreu Horacio, Leung Chi On (40.0%)"
United Services Recreation Club M2,"Muhammad Ilyas Gull, Bidal Jay, Yao Tang Fat Elbert (5)",Muhammad Ilyas Gull (2),Muhammad Ilyas Gull (40.0%)
