Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Kowloon Cricket Club 1A,50.0,75.0,50.0,58.333333333333336,12
Hong Kong Football Club 1B,75.0,75.0,25.0,58.333333333333336,12
Hong Kong Football Club 1A,75.0,50.0,25.0,50.0,12
Hong Kong Cricket Club D1,60.0,60.0,25.0,48.333333333333336,14
Kowloon Cricket Club 1B,50.0,33.33333333333333,50.0,44.444444444444436,9
FWD,25.0,0.0,50.0,25.0,12
