Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1A,100.0,50.0,100.0,83.33333333333333,6
Hong Kong Football Club M1B,100.0,0.0,100.0,66.66666666666667,5
Hong Kong Cricket Club M1A,66.66666666666666,33.33333333333333,33.33333333333333,44.444444444444436,9
Hong Kong Cricket Club M1B,33.33333333333333,33.33333333333333,0.0,22.222222222222218,8
Squashathon M+,0.0,0.0,0.0,0.0,10
