Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8
Friend Club,21,15.671734346869373,5.328265653130626,82.96919383876775,99.9399879975995,87.75755151030205,10.782156431286257,1.2002400480096018,0.20004000800160032,0.060012002400480095,0.0,0.0,0.0
i-Mask Advance Squash Club 3,21,12.67253450690138,8.32746549309862,72.31466293258651,96.03920784156831,10.922184436887378,61.75235047009402,17.16343268653731,6.2012402480496105,2.3004600920184037,1.1402280456091218,0.40008001600320064,0.12002400480096019
Kwai Tsing District Squash Club,21,10.632726545309062,10.367273454690938,63.46749349869974,65.81316263252651,0.9801960392078415,12.422484496899381,31.56631326265253,20.844168833766755,14.842968593718744,10.102020404080816,6.56131226245249,2.680536107221444
Hong Kong Football Club 9,21,10.096019203840768,10.903980796159232,59.59351870374075,41.74834966993399,0.12002400480096019,5.241048209641928,16.203240648129626,20.184036807361473,18.80376075215043,17.36347269453891,14.102820564112822,7.981596319263853
HKPF Squash Team,21,8.99859971994399,12.00140028005601,59.22604520904181,36.86737347469494,0.18003600720144028,4.240848169633927,12.962592518503701,19.483896779355874,20.60412082416483,17.483496699339867,15.503100620124025,9.541908381676336
Centre Squash,21,8.956791358271655,12.043208641728345,57.977195439087815,29.58591718343669,0.040008001600320066,3.120624124824965,10.442088417683538,15.983196639327865,17.60352070414083,20.784156831366275,19.46389277855571,12.5625125025005
Kowloon Cricket Club 9,21,8.940988197639527,12.059011802360471,56.88377675535107,23.304660932186437,0.0,2.0604120824164833,8.541708341668333,12.70254050810162,17.843568713742748,20.164032806561313,21.144228845769153,17.543508701740347
The Best Group 2,21,8.030606121224245,12.969393878775755,51.568113622724546,6.701340268053611,0.0,0.3800760152030406,1.920384076815363,4.400880176035208,7.941588317663532,12.962592518503701,22.8245649129826,49.56991398279656
