Team,Played,Won,Lost,Points,Playoffs,1,2,3,4,5,6,7,8,9,10,11,12
Electrify Squash Div 13,22,18.04104104104104,3.958958958958959,98.47947947947948,100.0,94.69469469469469,5.105105105105105,0.20020020020020018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sha Tin 6,22,15.21021021021021,6.78978978978979,84.31831831831832,98.5985985985986,5.205205205205205,77.57757757757757,12.112112112112113,3.7037037037037033,1.2012012012012012,0.0,0.20020020020020018,0.0,0.0,0.0,0.0,0.0
Fusion Squash Club 2,22,13.452452452452452,8.547547547547548,72.25925925925927,65.86586586586586,0.0,7.5075075075075075,32.33233233233233,26.026026026026027,17.31731731731732,7.707707707707708,5.805805805805806,1.2012012012012012,1.4014014014014013,0.5005005005005005,0.20020020020020018,0.0
X-Alpha 5,22,12.463463463463464,9.536536536536538,71.7057057057057,61.36136136136136,0.10010010010010009,6.206206206206207,29.82982982982983,25.225225225225223,16.816816816816818,12.812812812812812,6.006006006006006,1.7017017017017018,1.1011011011011012,0.10010010010010009,0.10010010010010009,0.0
Energy Squash Club 1,22,11.64964964964965,10.35035035035035,69.3913913913914,42.14214214214214,0.0,3.003003003003003,16.516516516516518,22.62262262262262,25.625625625625624,15.215215215215217,8.80880880880881,4.004004004004004,2.8028028028028027,0.8008008008008007,0.6006006006006006,0.0
HKIS Div 13,22,11.218218218218219,10.781781781781781,65.55755755755756,20.72072072072072,0.0,0.5005005005005005,6.506506506506507,13.713713713713712,19.51951951951952,24.124124124124123,14.914914914914915,9.00900900900901,5.105105105105105,4.804804804804805,1.6016016016016015,0.20020020020020018
SocGen Squash,22,8.975975975975976,13.024024024024024,59.688688688688686,4.1041041041041035,0.0,0.0,0.8008008008008007,3.303303303303303,7.107107107107106,11.611611611611613,15.215215215215217,21.62162162162162,15.215215215215217,16.216216216216218,7.5075075075075075,1.4014014014014013
i-Mask Advance Squash Club 5,22,8.94994994994995,13.05005005005005,58.470470470470474,3.203203203203203,0.0,0.10010010010010009,0.8008008008008007,2.3023023023023024,5.505505505505505,10.81081081081081,15.015015015015015,18.31831831831832,16.616616616616618,17.017017017017018,10.61061061061061,2.902902902902903
Energy Squash Club 2,22,9.16916916916917,12.83083083083083,57.84284284284284,2.5025025025025025,0.0,0.0,0.7007007007007007,1.8018018018018018,3.8038038038038042,9.90990990990991,14.614614614614615,15.815815815815814,20.82082082082082,13.713713713713712,14.814814814814813,4.004004004004004
Yuen Long District Sports Association Limited,22,7.976976976976977,14.023023023023024,54.78278278278278,0.5005005005005004,0.0,0.0,0.10010010010010009,0.40040040040040037,1.4014014014014013,3.903903903903904,10.11011011011011,13.713713713713712,17.417417417417415,19.31931931931932,25.525525525525527,8.108108108108109
Kinetic 4,22,8.592592592592592,13.407407407407407,54.567567567567565,1.001001001001001,0.0,0.0,0.10010010010010009,0.9009009009009009,1.7017017017017018,3.903903903903904,8.80880880880881,13.213213213213212,15.715715715715717,21.72172172172172,23.723723723723726,10.21021021021021
Happy Squash 4,22,6.3003003003003,15.6996996996997,44.93593593593594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5005005005005005,1.4014014014014013,3.8038038038038042,5.805805805805806,15.315315315315313,73.17317317317318
