Team,Played,Won,Lost,Points
Hong Kong Cricket Club L3,9,6,3,27
JESSICA L3,8,6,2,27
Hong Kong Football Club L3B,9,5,4,25
Hong Kong Football Club L3A,9,3,6,20
Hong Kong Football Club L3C,9,2,7,11
