Team,Played,Won,Lost,Points
Sha Tin 3,10,8,2,44
i-Mask Advance Squash Club 2,9,8,1,42
Physical Chess 3,9,6,3,33
Squashathon Zero,9,6,3,33
Kinetic 2,10,3,7,25
TOMCAT,10,2,8,19
LONGVIEW,9,0,9,1
