Team,Played,Won,Lost,Points
Hong Kong Football Club M2A,9,7,2,36
Hong Kong Cricket Club M2,9,6,3,36
Ladies Recreation Club M2,9,4,5,25
Hong Kong Football Club M2B,9,4,5,24
United Services Recreation Club M2,8,1,7,11
