Team,Played,Won,Lost,Points
Hong Kong Football Club M4A,11,9,2,46
SKCSC M4,11,8,3,45
WAKO,11,8,3,44
Hong Kong Football Club M4B,11,6,5,35
United Services Recreation Club M4,11,4,7,35
Hong Kong Cricket Club M4,11,6,5,34
Kowloon Cricket Club M4,11,5,6,32
Hong Kong Club Blue,11,3,8,21
Bolton,11,3,8,21
Royal Hong Kong Yacht Club M4,11,3,8,17
