Team,Played,Won,Lost,Points
Squashathon Junior,11,9,2,51
TKO Junior 2,11,9,2,45
Happy Squash 5,10,7,3,39
Dream Catchers,10,7,3,36
Electrify Squash Div 15,10,3,7,23
RC,10,4,6,21
Vitality Squash 3,11,2,9,19
NEXUS 4,11,1,10,13
