Team,Played,Won,Lost,Points
Kowloon Cricket Club 5,9,9,0,48
ERROR,10,9,1,47
Physical Chess 1,10,7,3,39
Hong Kong Football Club 5,10,5,5,31
Squashathon,10,4,6,28
United Services Recreation Club 2,9,4,5,26
Sha Tin 2,10,3,7,25
Happy Squash 2,10,2,8,13
NEXUS 2,10,1,9,6
