Team,Played,Won,Lost,Points
Hong Kong Football Club M1A,9,8,1,28
Hong Kong Football Club M1B,9,7,2,26
Hong Kong Cricket Club M1A,8,3,5,16
Hong Kong Cricket Club M1B,8,1,7,8
Squashathon M+,8,2,6,6
