Team,Played,Won,Lost,Points
The Squash Club 3,10,10,0,56
Craigengower Cricket Club,10,7,3,38
North District Sports Association 1,10,6,4,36
Arctic Circle,9,7,2,32
X-Alpha 5,10,5,5,29
MM Squash,10,4,6,26
Star River 2,10,3,7,21
Squashathon SocGen,10,2,8,18
Greenfield,9,0,9,7
