Team,Played,Won,Lost,Points
Hong Kong Football Club M3A,10,7,3,44
Kowloon Cricket Club M3,9,8,1,42
Hong Kong Cricket Club M3,9,6,3,36
Hong Kong Football Club M3B,9,6,3,31
Royal Hong Kong Yacht Club M3,9,4,5,28
Titlows Squash Master,10,1,9,9
OSF,10,1,9,8
