Team,Played,Won,Lost,Points
Hong Kong Football Club L2B,11,10,1,45
Kowloon Cricket Club L2B,11,10,1,45
Hong Kong Cricket Club L2,11,5,6,30
Hong Kong Football Club L2A,11,4,7,24
Kowloon Cricket Club L2A,11,4,7,22
JESSICA L2 [withdrawal],11,0,11,0
