Team,Played,Won,Lost,Points
JESSICA L4,10,9,1,41
JESSICA Mochis,10,7,3,31
Hong Kong Football Club JSA,10,6,4,30
The Squash Club L4,9,5,4,25
Squashathon Ladies,9,4,5,18
Hong Kong Cricket Club L4,9,4,5,18
Kwai Tsing District Squash Club L4,10,2,8,18
Hong Kong Cricket Club Rockettes,10,4,6,17
Hong Kong Football Club L4,9,2,7,16
