Team,Played,Won,Lost,Points
Hong Kong Cricket Club D15,11,11,0,53
Squash Busters,11,9,2,45
Squashathon X,11,7,4,39
Royal Hong Kong Yacht Club Div 15,11,6,5,34
United Services Recreation Club 4,11,4,7,33
Sha Tin 6,11,4,7,30
North District Sports Association 3,11,3,8,25
HKIS Div 15,11,0,11,2
