Team,Played,Won,Lost,Points
Smart Squash 2,10,6,4,35
i-Mask Advance Squash Club 6,10,7,3,33
i-Mask Advance Squash Club 7,10,5,5,33
Bravo D13,10,5,5,32
HKIS Div 13,10,5,5,30
JSA 1,10,5,5,27
NEXUS 3,10,5,5,25
Vitality Squash 2,9,3,6,24
Smart Squash 3,9,3,6,21
