Team,Played,Won,Lost,Points
X-Alpha 4,11,9,2,49
Smart Squash 1,11,7,4,41
Happy Squash 3,11,7,4,39
TNG 1,11,6,5,34
Vitality Squash 1,11,4,7,25
Fusion Squash Club 2,11,0,11,7
