Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club L1A,66.66666666666666,100.0,100.0,88.88888888888887,9
Kowloon Cricket Club L1A,66.66666666666666,66.66666666666666,100.0,77.77777777777777,7
Kowloon Cricket Club L1B,33.33333333333333,66.66666666666666,66.66666666666666,55.55555555555554,9
Jessica,50.0,33.33333333333333,66.66666666666666,50.0,10
Hong Kong Cricket Club L1,50.0,25.0,33.33333333333333,36.11111111111111,11
Hong Kong Football Club L1B,0.0,0.0,33.33333333333333,11.111111111111109,9
