Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc,Total Rubbers
Hong Kong Football Club M1B,100.0,100.0,100.0,66.66666666666666,91.66666666666666,12
Hong Kong Football Club M1A,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,66.66666666666666,12
Ladies Recreation Club M1,25.0,25.0,100.0,100.0,62.5,16
Hong Kong Cricket Club M1A,66.66666666666666,0.0,0.0,33.33333333333333,24.999999999999996,12
Hong Kong Cricket Club M1B,0.0,33.33333333333333,0.0,0.0,8.333333333333332,12
