Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Physical Chess 1,87.5,100.0,87.5,62.5,57.14285714285714,78.92857142857142,39
Hong Kong Football Club 7A,100.0,50.0,70.0,80.0,83.33333333333334,76.66666666666667,46
Hong Kong Football Club 7B,100.0,66.66666666666666,66.66666666666666,66.66666666666666,40.0,68.0,38
Kowloon Cricket Club 7,63.63636363636363,45.45454545454545,63.63636363636363,54.54545454545454,55.55555555555556,56.56565656565656,53
The Squash Club 1,42.857142857142854,28.57142857142857,85.71428571428571,66.66666666666666,50.0,54.761904761904745,33
Twister 1,33.33333333333333,66.66666666666666,66.66666666666666,50.0,16.666666666666664,46.66666666666666,30
X-Alpha 3,63.63636363636363,36.36363636363637,36.36363636363637,30.0,55.55555555555556,44.38383838383838,52
Friend Club 2,40.0,50.0,11.11111111111111,33.33333333333333,77.77777777777779,42.44444444444444,47
Happy Squash 2,18.181818181818183,63.63636363636363,45.45454545454545,54.54545454545454,22.22222222222222,40.80808080808081,53
i-Mask Advance Squash Club 2,28.57142857142857,50.0,33.33333333333333,50.0,0.0,32.38095238095238,27
Fusion Squash Club 1,10.0,20.0,30.0,25.0,60.0,29.0,43
Hong Kong Racketlon Association 1,0.0,28.57142857142857,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714283,35
