Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Electrify Squash Div 18,28.57142857142857,100.0,71.42857142857143,85.71428571428571,83.33333333333334,73.80952380952381,34.0
Hong Kong Football Club 18,88.88888888888889,88.88888888888889,62.5,57.14285714285714,50.0,69.48412698412699,35.0
Sha Tin Squash Rackets Club 7,62.5,62.5,75.0,75.0,60.0,67.0,37.0
North District Sports Association 3,77.77777777777779,77.77777777777779,62.5,42.857142857142854,20.0,56.182539682539684,38.0
Kowloon Cricket Club 18,70.0,60.0,44.44444444444444,37.5,66.66666666666666,55.722222222222214,43.0
Sky Fighter,80.0,20.0,100.0,66.66666666666666,0.0,53.33333333333333,19.0
Physical Chess 5,33.33333333333333,37.5,71.42857142857143,57.14285714285714,60.0,51.88095238095239,36.0
Ladies Recreation Club Div 18,54.54545454545454,55.55555555555556,50.0,40.0,55.55555555555556,51.13131313131313,49.0
Hong Kong Cricket Club 8,44.44444444444444,55.55555555555556,37.5,16.666666666666664,20.0,34.83333333333333,37.0
Vitality Squash 3,50.0,16.666666666666664,33.33333333333333,25.0,0.0,24.999999999999996,23.0
Fusion Squash Club 3,0.0,16.666666666666664,20.0,33.33333333333333,0.0,14.0,21.0
Elite Team,0.0,0.0,16.666666666666664,14.285714285714285,16.666666666666664,9.523809523809522,33.0
