Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc,Total Rubbers
Greenfield,66.66666666666666,100.0,80.0,75.0,33.33333333333333,70.99999999999999,23
Royal Hong Kong Yacht Club Div 13,75.0,50.0,75.0,50.0,75.0,65.0,20
TNG 2,50.0,100.0,100.0,66.66666666666666,0.0,63.33333333333333,15
Arctic Circle,100.0,75.0,33.33333333333333,33.33333333333333,66.66666666666666,61.66666666666665,17
TNG 1,100.0,100.0,0.0,50.0,50.0,60.0,10
Squashathon PLZ,25.0,100.0,75.0,33.33333333333333,33.33333333333333,53.33333333333333,18
North District Sports Association 2,0.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666,46.66666666666666,15
Vitality Squash 3,50.0,50.0,50.0,50.0,0.0,40.0,8
Physical Chess 4,0.0,33.33333333333333,100.0,0.0,50.0,36.666666666666664,13
M&M Squash,50.0,25.0,25.0,50.0,25.0,35.0,20
Star River 3,0.0,20.0,80.0,40.0,0.0,28.0,25
Bravo D13,100.0,0.0,0.0,0.0,0.0,20.0,4
