Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Kowloon Cricket Club L2,5,5,0,19,14,6,0,0,0,1
Hong Kong Football Club L2B,5,4,1,18,14,6,0,1,0,0
JESSICA L2,5,3,2,18,15,5,0,0,0,0
Hong Kong Football Club L2A,5,1,4,11,10,10,0,0,0,0
Hong Kong Cricket Club L2,5,2,3,7,5,15,0,0,0,0
Hong Kong Football Club L2C,5,0,5,1,2,18,1,0,1,0
