Team Name,Home,Average Home Score,Average Away Score,home_away_diff
Energy Squash Club 2,HK Squash Centre,3.4285714285714284,1.1428571428571428,2.2857142857142856
HKIS Div 13,HK Squash Centre,2.6666666666666665,0.5,2.1666666666666665
Energy Squash Club 1,Kwun Chung Sports Centre,2.875,1.25,1.625
i-Mask Advance Squash Club 5,Cornwall Street Squash Centre,2.5555555555555554,1.125,1.4305555555555554
Happy Squash 4,Wai Tsuen Sports Centre,2.5555555555555554,1.3333333333333333,1.222222222222222
Kinetic 4,Pei Ho Street Sports Centre,2.875,1.875,1.0
Yuen Long District Sports Association Limited,Yuen Long Jockey Club Squash Courts,2.6666666666666665,1.8888888888888888,0.7777777777777777
X-Alpha 5,Tai Po Sports Ground,2.888888888888889,2.25,0.6388888888888888
Electrify Squash Div 13,HK Squash Centre,4.666666666666667,4.166666666666667,0.5
SocGen Squash,HK Squash Centre,3.1666666666666665,2.6666666666666665,0.5
Sha Tin 6,Cornwall Street Squash Centre,3.6666666666666665,3.2222222222222223,0.4444444444444442
Fusion Squash Club 2,HK Squash Centre,2.75,2.857142857142857,-0.1071428571428572
