Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
7NT,0.0,-40.0,60.0,40.0,55.0,23.0
Hong Kong Football Club 15,0.0,9.090909090909093,27.272727272727288,36.36363636363637,24.54545454545454,19.454545454545467
Hong Kong Cricket Club Rockers,18.181818181818173,9.090909090909093,0.0,36.36363636363636,27.27272727272728,18.18181818181818
Physical Chess 4,0.0,20.0,40.0,0.0,20.0,16.0
Sha Tin Squash Rackets Club 5,20.0,40.0,0.0,0.0,20.0,16.0
United Services Recreation Club 3,-9.090909090909086,-9.0909090909091,36.36363636363637,0.0,-1.8181818181818272,3.2727272727272663
Invader Squash,0.0,0.0,9.090909090909097,-10.0,-4.444444444444443,-1.0707070707070656
SKCSC,-20.0,-40.0,20.0,0.0,20.0,-4.0
South China Athletic Association,-9.090909090909086,-9.090909090909086,0.0,6.363636363636367,-17.5,-5.86363636363636
The Squash Club 2,0.0,0.0,-20.0,-15.0,0.0,-7.0
Tuen Mun Squash Club,0.0,-20.0,20.0,-40.0,-20.0,-12.0
TNG 2,40.0,-40.0,-40.0,-20.0,0.0,-12.0
