Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Star River 2,28.571428571428577,14.285714285714285,28.571428571428577,14.285714285714285,4.761904761904773,18.095238095238102
Winter Warriors,0.0,0.0,71.42857142857142,-14.285714285714285,33.333333333333336,18.095238095238102
Airporterz,33.33333333333334,0.0,0.0,26.984126984126988,-3.3333333333333357,11.396825396825413
Global Squash 2,18.181818181818173,9.0909090909091,9.090909090909093,0.0,18.181818181818194,10.90909090909092
Latecomers,19.64285714285714,0.0,16.666666666666664,27.5,-33.33333333333333,6.095238095238095
CSD Squash Team,42.85714285714286,-14.285714285714285,0.0,0.0,0.0,5.714285714285717
SQUASHTASTIC 8,10.0,-40.0,13.333333333333329,24.444444444444443,16.666666666666664,4.888888888888886
ZOMA,-12.5,0.0,0.0,6.666666666666657,0.0,-1.1666666666666714
Hong Kong Football Club 16,-12.72727272727273,-14.545454545454547,50.50505050505051,-27.77777777777778,-7.142857142857139,-2.337662337662337
i-Mask Advance Squash Club 6,0.0,-37.5,3.5714285714285694,4.761904761904759,0.0,-5.833333333333332
Kinetic 3,0.0,-37.5,-12.5,25.0,-12.5,-7.5
Sha Tin Squash Rackets Club 6,0.0,0.0,-12.5,-14.285714285714278,-16.666666666666657,-8.690476190476176
