Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Cricket Club M1B,16.666666666666664,0.0,0.0,50.0,16.666666666666668
Hong Kong Football Club M1A,5.0,25.0,5.0,30.0,16.25
Ladies Recreation Club M1,10.714285714285715,46.42857142857143,-10.714285714285708,3.5714285714285694,12.5
Hong Kong Cricket Club M1A,35.0,0.0,-20.0,-20.0,-1.25
Hong Kong Football Club M1B,0.0,-25.0,-50.0,25.0,-12.5
