Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
HK Squash Gear,0.0,25.0,50.0,0.0,0.0,15.0
Yuen Long District Sports Association Limited,8.92857142857143,-14.285714285714285,0.0,14.285714285714285,0.0,1.7857142857142865
Bravo,-13.333333333333343,20.0,13.333333333333329,8.333333333333329,-25.0,0.6666666666666643
North District Sports Association 2,14.285714285714285,-14.285714285714292,0.0,0.0,-14.285714285714292,-2.857142857142861
X-Alpha 5,15.0,60.0,-46.66666666666667,-26.66666666666667,-16.666666666666657,-3.0
Humphrey Squash,-25.0,0.0,21.42857142857143,4.761904761904759,-33.33333333333333,-6.4285714285714235
Squashathon 1,-50.0,-25.0,0.0,0.0,-16.666666666666657,-18.33333333333333
