Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Ladies Recreation Club Div 18,5.555555555555557,16.666666666666657,11.111111111111114,44.44444444444446,-12.5,13.05555555555555
Sha Tin Squash Rackets Club 7,14.285714285714292,14.285714285714292,14.285714285714278,8.57142857142857,6.666666666666657,11.619047619047606
Hong Kong Football Club 18,2.5,-7.5,-1.5873015873015817,16.666666666666657,37.5,9.515873015873012
Hong Kong Cricket Club 8,12.698412698412703,-30.357142857142854,11.904761904761905,33.33333333333333,13.333333333333329,8.182539682539684
Sky Fighter,-22.85714285714286,22.857142857142854,0.0,-16.666666666666657,33.33333333333333,3.3333333333333357
Electrify Squash Div 18,33.333333333333336,-37.5,4.761904761904773,0.0,0.0,0.11904761904763461
Elite Team,0.0,20.0,0.0,-16.666666666666664,-20.0,-3.333333333333333
Physical Chess 5,33.33333333333333,-20.833333333333336,-4.761904761904773,9.523809523809518,-35.0,-3.547619047619058
Kowloon Cricket Club 18,-63.4920634920635,-9.523809523809518,5.357142857142854,42.85714285714286,6.666666666666657,-3.6269841269841265
Fusion Squash Club 3,0.0,3.3333333333333357,-25.0,-25.0,0.0,-9.333333333333332
Vitality Squash 3,-10.0,8.333333333333336,-33.33333333333333,-25.0,0.0,-11.999999999999996
North District Sports Association 3,-22.22222222222223,-11.111111111111128,-25.0,-26.19047619047619,-20.0,-20.904761904761905
