Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Kowloon Cricket Club L1B,50.0,-8.333333333333343,-25.0,5.555555555555543
Jessica,-30.0,6.666666666666671,8.333333333333343,-5.0
Hong Kong Football Club L1B,0.0,0.0,-33.33333333333333,-11.111111111111109
Hong Kong Football Club L1A,25.0,0.0,-66.66666666666667,-13.8888888888889
Hong Kong Cricket Club L1,-10.0,-5.0,-33.33333333333333,-16.111111111111107
Kowloon Cricket Club L1A,-8.333333333333343,-8.333333333333343,-66.66666666666667,-27.777777777777786
