Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,avg_win_perc
Hong Kong Football Club 1,-66.66666666666667,0.0,33.33333333333334,-11.1111111111111
FWD,-66.66666666666667,0.0,33.33333333333334,-11.111111111111107
Kowloon Cricket Club 1A,-50.0,0.0,0.0,-16.666666666666668
Hong Kong Cricket Club 1,-41.66666666666667,-25.0,-16.66666666666667,-27.777777777777782
Kowloon Cricket Club 1B,-50.0,-66.66666666666667,33.33333333333333,-27.777777777777782
