Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
X-Alpha 3,11.363636363636367,35.064935064935064,20.779220779220772,-1.4285714285714306,4.444444444444443,14.04473304473305
Hong Kong Football Club 7B,0.0,15.0,-5.0,3.333333333333343,37.777777777777786,10.222222222222229
Hong Kong Racketlon Association 1,12.5,-16.07142857142857,10.714285714285715,23.214285714285715,19.047619047619044,9.880952380952381
Kowloon Cricket Club 7,-10.0,-30.0,10.0,17.777777777777786,19.444444444444443,1.44444444444445
Twister 1,0.0,0.0,16.666666666666686,0.0,-16.666666666666664,7.105427357601002e-15
The Squash Club 1,0.0,28.57142857142857,-14.285714285714278,-23.809523809523803,7.142857142857139,-0.4761904761904532
Hong Kong Football Club 7A,-11.111111111111114,5.555555555555557,17.5,-17.5,2.3809523809523654,-0.6349206349206327
Fusion Squash Club 1,7.070707070707073,-4.040404040404038,-15.151515151515145,15.714285714285715,-15.555555555555557,-2.392496392496387
Happy Squash 2,15.151515151515145,-8.080808080808076,-23.232323232323232,-17.04545454545454,20.634920634920633,-2.514430014430012
Physical Chess 1,-44.642857142857146,0.0,-44.642857142857146,20.833333333333343,42.85714285714286,-5.119047619047606
Friend Club 2,-17.171717171717173,-28.282828282828287,32.95454545454545,18.055555555555557,-50.0,-8.888888888888893
i-Mask Advance Squash Club 2,0.0,-43.333333333333336,-20.0,-30.0,25.0,-13.666666666666664
