Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,avg_win_perc
Hong Kong Cricket Club L2A,-8.57142857142857,37.142857142857146,42.85714285714286,50.0,30.35714285714286
Hong Kong Football Club L2C,-9.523809523809526,19.047619047619044,16.666666666666664,25.0,12.797619047619051
Kowloon Cricket Club L2,0.0,14.285714285714278,-2.3809523809523654,16.666666666666657,7.142857142857153
Hong Kong Football Club L2B,-26.666666666666657,6.666666666666671,0.0,-16.66666666666667,-9.166666666666668
Hong Kong Cricket Club L2B,-20.0,28.57142857142857,-11.42857142857143,-52.38095238095237,-13.80952380952381
Hong Kong Football Club L2A,-16.666666666666657,8.333333333333343,-25.0,-33.33333333333334,-16.666666666666657
