Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
Hong Kong Football Club M3B,23.333333333333336,26.66666666666667,40.0,-10.0,43.333333333333336,24.666666666666668
Royal Hong Kong Yacht Club M3,23.80952380952381,7.142857142857139,-7.142857142857146,23.80952380952381,4.761904761904773,10.476190476190489
Hong Kong Club Blue,21.42857142857143,3.5714285714285694,-10.714285714285715,-7.142857142857146,3.5714285714285694,2.142857142857146
Kowloon Cricket Club M3,-11.42857142857143,-5.714285714285708,-5.714285714285708,11.42857142857143,13.333333333333343,0.3809523809523796
Hong Kong Football Club M3A,20.0,60.0,0.0,-60.0,-40.0,-4.0
United Services Recreation Club M3,11.42857142857143,11.42857142857143,-2.857142857142854,-51.42857142857143,7.142857142857146,-4.857142857142861
Phoenix,-20.0,0.0,0.0,5.0,-15.0,-6.0
Bolton,0.0,-28.57142857142857,10.714285714285715,-32.14285714285714,-3.5714285714285694,-10.714285714285712
Hong Kong Cricket Club M3,-5.0,-22.5,-10.0,-30.0,-30.0,-19.5
