Team,Rubber 1 Win %,Rubber 2 Win %,Rubber 3 Win %,Rubber 4 Win %,Rubber 5 Win %,avg_win_perc
TNG 2,40.0,0.0,0.0,-16.66666666666667,100.0,24.666666666666657
Arctic Circle,16.666666666666657,-16.666666666666657,10.0,20.0,30.0,12.0
Physical Chess 4,33.33333333333333,-60.0,-30.0,50.0,66.66666666666667,12.0
Squashathon PLZ,80.0,-50.0,-10.0,0.0,0.0,4.0
Royal Hong Kong Yacht Club Div 13,-5.555555555555557,4.444444444444443,-11.1111111111111,22.22222222222223,9.722222222222214,3.944444444444443
M&M Squash,-11.42857142857143,-5.714285714285715,8.57142857142857,2.857142857142854,22.857142857142854,3.428571428571427
North District Sports Association 2,8.57142857142857,-17.142857142857146,-11.42857142857143,5.714285714285708,15.0,0.1428571428571317
Star River 3,66.66666666666666,16.666666666666664,-83.33333333333334,0.0,0.0,0.0
TNG 1,0.0,-50.0,66.66666666666667,-16.666666666666657,-16.666666666666657,-3.3333333333333286
Bravo D13,0.0,0.0,-33.33333333333333,-33.33333333333333,33.33333333333333,-6.666666666666657
Vitality Squash 3,10.714285714285715,-1.7857142857142847,0.0,-41.66666666666666,-33.33333333333334,-13.214285714285708
Greenfield,-32.14285714285714,-25.0,-8.333333333333343,-5.0,-16.66666666666667,-17.428571428571438
