Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
X-Alpha 2,12,9,3,48,39,21,1,2,0,0
Kowloon Cricket Club 4,11,8,3,46,38,17,3,1,0,0
YLJR,11,8,3,43,35,20,1,0,0,0
TNGX,12,6,6,42,36,24,0,2,0,0
Hong Kong Football Club 4B,12,7,5,37,30,30,1,0,0,0
Sha Tin 1,11,7,4,36,29,26,0,0,0,0
Hong Kong Football Club 4A,12,5,7,33,28,32,1,0,0,0
Hong Kong Cricket Club D4A,11,4,7,24,20,35,1,3,0,0
The Squash Club 1,12,2,10,22,20,40,1,1,0,0
Hong Kong Cricket Club D4B,12,2,10,17,15,45,0,0,0,0
