Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Sha Tin 3,11,9,2,49,40,15,0,0,0,1
i-Mask Advance Squash Club 2,10,9,1,46,37,13,1,1,0,0
Squashathon Zero,10,6,4,35,29,21,0,0,0,0
Physical Chess 3,10,6,4,34,28,22,0,0,0,0
Kinetic 2,10,3,7,25,22,28,0,6,0,0
TOMCAT,11,3,8,24,21,34,1,0,0,0
LONGVIEW,10,0,10,2,3,47,5,0,1,0
