Home Team,Away Team,Venue,Match Week,Date,Overall Score,Rubbers,Home Score,Away Score,Home Games Won,Away Games Won,VenueType,Winner Rubber 1,Winner Rubber 2,Winner Rubber 3,Winner Rubber 4,Winner Rubber 5
Squashathon Junior,NEXUS 4,Cornwall Street Squash Centre,4,25/10/2025,4-1,"['1-3', '3-1', '3-0', '3-0', '3-0']",4,1,13,4,shared_home,NEXUS 4,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior
Vitality Squash 3,TKO Junior 2,HK Squash Centre,4,25/10/2025,3-2,"['0-3', '0-3', '3-0', '3-0', '3-0']",3,2,9,6,home,TKO Junior 2,TKO Junior 2,Vitality Squash 3,Vitality Squash 3,Vitality Squash 3
Dream Catchers,Electrify Squash Div 15,Java Road Sports Centre,4,25/10/2025,3-2,"['3-0', '1-3', '2-3', '3-0', '3-2']",3,2,12,8,home,Dream Catchers,Electrify Squash Div 15,Electrify Squash Div 15,Dream Catchers,Dream Catchers
Electrify Squash Div 15,Happy Squash 5,HK Squash Centre,5,22/11/2025,2-3,"['3-0', '2-3', '2-3', '3-1', '0-3']",2,3,10,10,home,Electrify Squash Div 15,Happy Squash 5,Happy Squash 5,Electrify Squash Div 15,Happy Squash 5
TKO Junior 2,Dream Catchers,Cornwall Street Squash Centre,5,22/11/2025,1-4,"['0-3', '3-0', '2-3', '0-3', '0-3']",1,4,5,12,home,Dream Catchers,TKO Junior 2,Dream Catchers,Dream Catchers,Dream Catchers
NEXUS 4,Vitality Squash 3,Cornwall Street Squash Centre,5,22/11/2025,3-2,"['3-2', '3-0', '0-3', '0-3', 'WO']",3,2,9,8,home,NEXUS 4,NEXUS 4,Vitality Squash 3,Vitality Squash 3,
RC,Squashathon Junior,HK Squash Centre,5,22/11/2025,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15,neutral,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior
Happy Squash 5,Squashathon Junior,Cornwall Street Squash Centre,6,29/11/2025,0-5,"['0-3', '0-3', '0-3', '0-3', '1-3']",0,5,1,15,shared_home,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior
Vitality Squash 3,RC,Cornwall Street Squash Centre,6,29/11/2025,2-3,"['0-3', '0-3', '1-3', '3-0', 'WO']",2,3,4,12,neutral,RC,RC,RC,Vitality Squash 3,
Dream Catchers,NEXUS 4,Java Road Sports Centre,6,29/11/2025,4-1,"['2-3', '3-1', 'CR', 'CR', 'CR']",4,1,14,4,home,NEXUS 4,Dream Catchers,,,
Electrify Squash Div 15,TKO Junior 2,Cornwall Street Squash Centre,6,29/11/2025,1-4,"['2-3', '2-3', '0-3', '0-3', '3-0']",1,4,7,12,away,TKO Junior 2,TKO Junior 2,TKO Junior 2,TKO Junior 2,Electrify Squash Div 15
TKO Junior 2,Happy Squash 5,Cornwall Street Squash Centre,7,13/12/2025,3-2,"['3-0', '1-3', '1-3', '3-0', '3-0']",3,2,11,6,shared_home,TKO Junior 2,Happy Squash 5,Happy Squash 5,TKO Junior 2,TKO Junior 2
NEXUS 4,Electrify Squash Div 15,Cornwall Street Squash Centre,7,13/12/2025,1-4,"['0-3', '3-1', '0-3', '0-3', '0-3']",1,4,3,13,home,Electrify Squash Div 15,NEXUS 4,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15
RC,Dream Catchers,HK Squash Centre,7,13/12/2025,1-4,"['3-2', '0-3', '0-3', 'CR', 'CR']",1,4,3,14,neutral,RC,Dream Catchers,Dream Catchers,,
Squashathon Junior,Vitality Squash 3,Cornwall Street Squash Centre,7,13/12/2025,3-2,"['3-0', '3-0', '3-0', '0-3', '0-3']",3,2,9,6,home,Squashathon Junior,Squashathon Junior,Squashathon Junior,Vitality Squash 3,Vitality Squash 3
Happy Squash 5,Vitality Squash 3,Cornwall Street Squash Centre,8,20/12/2025,5-0,"['3-0', '3-0', '3-0', 'CR', 'CR']",5,0,15,0,home,Happy Squash 5,Happy Squash 5,Happy Squash 5,,
Squashathon Junior,Dream Catchers,Cornwall Street Squash Centre,8,20/12/2025,3-2,"['3-0', '3-1', '1-3', '0-3', 'CR']",3,2,10,7,home,Squashathon Junior,Squashathon Junior,Dream Catchers,Dream Catchers,
RC,Electrify Squash Div 15,Harbour Road Sports Centre,8,20/12/2025,2-3,"['3-2', '0-3', '3-2', '2-3', 'CR']",2,3,8,13,home,RC,Electrify Squash Div 15,RC,Electrify Squash Div 15,
NEXUS 4,TKO Junior 2,Cornwall Street Squash Centre,8,20/12/2025,2-3,"['3-0', '0-3', '0-3', '0-3', '3-1']",2,3,6,10,shared_home,NEXUS 4,TKO Junior 2,TKO Junior 2,TKO Junior 2,NEXUS 4
NEXUS 4,Happy Squash 5,Cornwall Street Squash Centre,9,10/01/2026,1-4,"['3-0', '0-3', '1-3', '0-3', '0-3']",1,4,4,12,shared_home,NEXUS 4,Happy Squash 5,Happy Squash 5,Happy Squash 5,Happy Squash 5
TKO Junior 2,RC,Cornwall Street Squash Centre,9,10/01/2026,5-0,"['CR', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,home,,,,,
Electrify Squash Div 15,Squashathon Junior,HK Squash Centre,9,10/01/2026,1-4,"['0-3', '0-3', '0-3', '0-3', '3-1']",1,4,3,13,home,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior,Electrify Squash Div 15
Dream Catchers,Vitality Squash 3,Java Road Sports Centre,9,10/01/2026,3-2,"['0-3', '3-1', '3-1', '3-0', '2-3']",3,2,11,8,home,Vitality Squash 3,Dream Catchers,Dream Catchers,Dream Catchers,Vitality Squash 3
Happy Squash 5,Dream Catchers,Cornwall Street Squash Centre,10,17/01/2026,3-2,"['0-3', '3-0', '3-1', '0-3', '3-0']",3,2,9,7,home,Dream Catchers,Happy Squash 5,Happy Squash 5,Dream Catchers,Happy Squash 5
Vitality Squash 3,Electrify Squash Div 15,HK Squash Centre,10,17/01/2026,2-3,"['0-3', '0-3', '3-1', '2-3', 'CR']",2,3,5,13,shared_home,Electrify Squash Div 15,Electrify Squash Div 15,Vitality Squash 3,Electrify Squash Div 15,
Squashathon Junior,TKO Junior 2,Cornwall Street Squash Centre,10,17/01/2026,2-3,"['3-0', '3-0', '0-3', '0-3', '0-3']",2,3,6,9,shared_home,Squashathon Junior,Squashathon Junior,TKO Junior 2,TKO Junior 2,TKO Junior 2
RC,NEXUS 4,HK Squash Centre,10,17/01/2026,5-0,"['3-2', '3-2', '3-1', '3-0', 'CR']",5,0,15,5,neutral,RC,RC,RC,RC,
RC,Happy Squash 5,HK Squash Centre,11,24/01/2026,1-4,"['3-0', '0-3', '0-3', '0-3', '0-3']",1,4,3,12,neutral,RC,Happy Squash 5,Happy Squash 5,Happy Squash 5,Happy Squash 5
NEXUS 4,Squashathon Junior,Cornwall Street Squash Centre,11,24/01/2026,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15,shared_home,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior,Squashathon Junior
TKO Junior 2,Vitality Squash 3,Cornwall Street Squash Centre,11,24/01/2026,5-0,"['3-0', '3-1', 'CR', 'CR', 'CR']",5,0,15,1,home,TKO Junior 2,TKO Junior 2,,,
Electrify Squash Div 15,Dream Catchers,HK Squash Centre,11,24/01/2026,1-4,"['0-3', '2-3', '0-3', '0-3', '3-0']",1,4,5,12,home,Dream Catchers,Dream Catchers,Dream Catchers,Dream Catchers,Electrify Squash Div 15
Happy Squash 5,Electrify Squash Div 15,Cornwall Street Squash Centre,12,31/01/2026,4-1,"['1-3', '3-2', '3-1', '3-0', '3-0']",4,1,13,6,home,Electrify Squash Div 15,Happy Squash 5,Happy Squash 5,Happy Squash 5,Happy Squash 5
Dream Catchers,TKO Junior 2,Java Road Sports Centre,12,31/01/2026,3-2,"['3-0', '0-3', '3-2', '2-3', '3-1']",3,2,11,9,home,Dream Catchers,TKO Junior 2,Dream Catchers,TKO Junior 2,Dream Catchers
Vitality Squash 3,NEXUS 4,HK Squash Centre,12,31/01/2026,3-2,"['0-3', '3-2', '3-0', '2-3', '3-0']",3,2,11,8,home,NEXUS 4,Vitality Squash 3,Vitality Squash 3,NEXUS 4,Vitality Squash 3
Squashathon Junior,RC,Cornwall Street Squash Centre,12,31/01/2026,5-0,"['3-0', 'CR', 'CR', 'CR', 'CR']",5,0,15,0,home,Squashathon Junior,,,,
Squashathon Junior,Happy Squash 5,Cornwall Street Squash Centre,13,07/02/2026,2-3,"['3-0', '0-3', '3-1', '1-3', '0-3']",2,3,7,10,shared_home,Squashathon Junior,Happy Squash 5,Squashathon Junior,Happy Squash 5,Happy Squash 5
RC,Vitality Squash 3,HK Squash Centre,13,07/02/2026,1-4,"['3-1', 'CR', 'CR', 'CR', 'CR']",1,4,3,13,away,RC,,,,
NEXUS 4,Dream Catchers,Cornwall Street Squash Centre,13,07/02/2026,0-5,"['1-3', '0-3', '0-3', '0-3', '0-3']",0,5,1,15,home,Dream Catchers,Dream Catchers,Dream Catchers,Dream Catchers,Dream Catchers
TKO Junior 2,Electrify Squash Div 15,Cornwall Street Squash Centre,13,07/02/2026,1-4,"['3-1', '2-3', '0-3', '0-3', '1-3']",1,4,6,13,home,TKO Junior 2,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15,Electrify Squash Div 15
Happy Squash 5,TKO Junior 2,Cornwall Street Squash Centre,14,14/02/2026,2-3,"['3-2', '2-3', '3-1', '2-3', 'CR']",2,3,10,12,shared_home,Happy Squash 5,TKO Junior 2,Happy Squash 5,TKO Junior 2,
Electrify Squash Div 15,NEXUS 4,HK Squash Centre,14,14/02/2026,3-2,"['1-3', '0-3', '3-2', '3-0', 'CR']",3,2,10,8,home,NEXUS 4,NEXUS 4,Electrify Squash Div 15,Electrify Squash Div 15,
Dream Catchers,RC,Java Road Sports Centre,14,14/02/2026,4-1,"['0-3', '3-2', '3-0', '3-0', 'CR']",4,1,12,5,home,RC,Dream Catchers,Dream Catchers,Dream Catchers,
Vitality Squash 3,Squashathon Junior,HK Squash Centre,14,14/02/2026,3-2,"['0-3', '0-3', 'CR', 'CR', 'CR']",3,2,9,6,home,Squashathon Junior,Squashathon Junior,,,
