Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
TNG 1,14,13,1,67,55,15
TNG 2,14,11,3,57,48,22
Greenfield,14,10,4,56,46,24
Royal Hong Kong Yacht Club Div 13,14,10,4,53,43,27
Arctic Circle,14,7,7,44,37,33
Squashathon PLZ,14,6,8,44,38,32
North District Sports Association 2,14,7,7,41,34,36
Bravo D13,14,6,8,37,31,39
Vitality Squash 3,14,5,9,27,22,48
M&M Squash,14,4,10,26,24,46
Physical Chess 4,14,3,11,25,23,47
Star River 3,14,2,12,21,19,51
