Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Sha Tin 3,12,12,0,65,53,7
Hong Kong Football Club 8,13,11,2,55,44,21
Ladies Recreation Club Div 8,11,9,2,41,33,22
Striving Squash,14,6,8,40,34,36
Squashathon Zero,12,4,8,33,29,31
Physical Chess 3,12,5,7,32,27,33
TOMCAT,12,4,8,24,20,40
i-Mask Advance Squash Club 2,12,1,11,20,19,41
Kinetic 2,12,3,9,19,16,44
