Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Kowloon Cricket Club L2,14,13,1,57,44,12
Hong Kong Football Club L2B,14,12,2,51,39,17
JESSICA L2,14,8,6,47,39,17
Hong Kong Football Club L2A,14,3,11,26,23,33
Hong Kong Cricket Club L2,14,3,11,15,12,44
Hong Kong Football Club L2C,14,3,11,12,11,45
