Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Hong Kong Football Club M2B,14,12,2,52,40,16
Hong Kong Football Club M2A,14,12,2,50,38,18
Hong Kong Cricket Club M2A,14,7,7,33,26,30
Hong Kong Cricket Club M2B,14,5,9,31,26,30
Ladies Recreation Club M2A,14,4,10,29,25,31
Ladies Recreation Club M2B,14,2,12,13,13,43
