Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
United Services Recreation Club M3,17,15,2,84,69,16
Royal Hong Kong Yacht Club M3,17,13,4,76,63,22
Hong Kong Football Club M3A,17,14,3,72,58,27
Hong Kong Football Club M3B,17,8,9,51,43,42
Old Squash Fellows,17,8,9,49,41,44
Hong Kong Cricket Club M3,17,5,12,30,25,60
Kowloon Cricket Club M3,17,4,13,28,24,61
Titlows Squash Team,17,1,16,18,17,68
