Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
TNG 1,16,15,1,77,64,16
Royal Hong Kong Yacht Club Div 13,17,13,4,69,56,29
Greenfield,17,11,6,65,54,31
TNG 2,16,13,3,64,54,26
North District Sports Association 2,17,9,8,53,44,41
Squashathon PLZ,17,7,10,51,44,41
Arctic Circle,16,8,8,50,42,38
Bravo D13,17,6,11,41,35,49
Vitality Squash 3,17,7,10,36,29,55
M&M Squash,16,5,11,30,27,53
Physical Chess 4,17,3,14,28,26,59
Star River 3,17,3,14,27,24,61
