Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
X-Alpha 3,15,11,4,61,51,24
UST,15,9,6,49,40,35
The Best Group 1,15,8,7,47,39,36
Hong Kong Football Club 7A,15,8,7,45,37,38
Hong Kong Cricket Club 5,14,6,8,39,33,37
Kinetic 1,14,5,9,38,33,37
Vitality Squash 1,14,4,10,24,22,48
