Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Young Player 3,15,11,4,63,52,23
Hong Kong Football Club 3A,15,13,2,62,49,26
Happy Squash 1,15,10,5,57,47,28
Kowloon Cricket Club 3A,15,10,5,56,48,27
Kowloon Cricket Club 3B,15,10,5,54,44,31
TNGX,16,5,11,34,29,51
NEXUS 1,15,5,10,34,29,46
Sha Tin 1,15,3,12,28,25,50
Hong Kong Football Club 3B,15,1,14,18,17,58
