Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
Royal Hong Kong Yacht Club Div 15,14,11,3,61,50,20
Squashathon One,14,9,5,51,42,28
Physical Chess 5,14,9,5,45,38,32
HKIS Div 15,15,9,6,44,35,40
Hong Kong Cricket Club 8,16,6,10,44,38,42
United Services Recreation Club 4,14,5,9,32,29,41
Sha Tin 7,15,2,13,25,23,52
