Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against
JESSICA L4,15,13,2,52,39,6
Hong Kong Cricket Club L4,15,14,1,48,34,11
Hong Kong Football Club JSA,14,10,4,40,31,11
Hong Kong Football Club L4,15,5,10,22,17,28
JESSICA Smashin' Mochi,14,3,11,16,13,29
Electrify Squash Ladies,15,3,12,13,11,34
i-Mask Advance Squash Club L4,14,3,11,10,8,34
