Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
The Squash Club 4,20,17,3,97,80,20,1,10,0,1
Royal Hong Kong Yacht Club Div 14,19,16,3,87,71,24,0,3,0,0
North District Sports Association 2,20,15,5,87,72,28,0,15,0,0
Physical Chess 5,20,13,7,77,64,36,0,10,0,0
8 Virtues + 1,20,12,8,68,57,43,6,3,1,5
TKO Junior 1,20,10,10,61,51,49,1,7,0,0
Hong Kong Football Club 14,19,9,10,49,40,55,24,1,0,1
RELAY 2,20,7,13,48,42,58,5,14,1,2
TNG 3,19,9,10,38,42,53,3,0,9,0
Squash-On,20,5,15,34,29,71,23,1,0,1
Ladies Recreation Club Div 14,19,4,15,34,31,64,4,4,1,3
Fusion Squash Club 4,20,1,19,11,11,89,7,6,1,0
