Team,Played,Won,Lost,Points,Rubbers For,Rubbers Against,CRs Given,CRs Received,WOs Given,WOs Received
Hong Kong Football Club M1B,16,13,3,49,36,12,0,3,0,0
Hong Kong Football Club M1A,16,13,3,46,33,15,0,2,0,0
Hong Kong Cricket Club M1A,16,6,10,30,24,24,1,1,0,0
Hong Kong Cricket Club M1B,16,6,10,25,19,29,8,1,0,0
Squashathon M+,16,2,14,10,8,40,0,2,0,0
