Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Sovereign Group LRC Master 3,v,Alpha CUHK Master,Ladies Recreation Club (LRC),18:30,"4-1(3-0,3-2,3-2,2-3,3-0)",1,06/10/2016
Hong Kong Cricket Club M3,v,American Club,Hong Kong Cricket Club (HKCC),18:30,"1-4(3-1,1-3,0-3,0-3,0-3)",1,06/10/2016
Hong Kong Football Club M3A,v,Hong Kong Football Club M3B,Hong Kong Football Club (HKFC),18:30,"4-1(3-1,3-1,3-1,3-2,0-3)",1,06/10/2016
The Hong Kong Jockey Club Master 3,v,Perrier KCC M3,HKJC Sha Tin Club House (HKJC),18:30,"5-0(3-2,3-1,3-1,3-0,3-0)",1,06/10/2016
American Club,v,Hong Kong Football Club M3A,American Club,18:30,"1-4(0-3,3-2,0-3,0-3,0-3)",2,20/10/2016
Alpha CUHK Master,v,The Hong Kong Jockey Club Master 3,Chinese University of HK (CUHK),18:30,"2-3(3-1,2-3,2-3,3-0,0-3)",2,20/10/2016
Perrier KCC M3,v,Hong Kong Cricket Club M3,Kowloon Cricket Club (KCC),18:30,"2-3(3-0,0-3,2-3,1-3,3-0)",2,20/10/2016
Hong Kong Football Club M3B,v,Sovereign Group LRC Master 3,Hong Kong Football Club (HKFC),18:30,"1-4(1-3,2-3,2-3,0-3,3-0)",2,20/10/2016
Hong Kong Football Club M3A,v,Perrier KCC M3,Hong Kong Football Club (HKFC),18:30,"2-3(1-3,0-3,3-2,3-0,2-3)",3,27/10/2016
American Club,v,Hong Kong Football Club M3B,American Club,18:30,"4-1(3-2,3-1,3-2,3-2,1-3)",3,27/10/2016
Sovereign Group LRC Master 3,v,The Hong Kong Jockey Club Master 3,Ladies Recreation Club (LRC),18:30,"0-5(0-3,1-3,1-3,2-3,0-3)",3,27/10/2016
Hong Kong Cricket Club M3,v,Alpha CUHK Master,Hong Kong Cricket Club (HKCC),18:30,"3-2(0-3,3-0,3-1,0-3,3-0)",3,27/10/2016
American Club,v,Sovereign Group LRC Master 3,American Club,18:30,"4-1(3-2,3-0,2-3,3-0,3-0)",4,03/11/2016
Perrier KCC M3,v,Hong Kong Football Club M3B,Kowloon Cricket Club (KCC),18:30,"2-3(3-1,0-3,2-3,3-1,1-3)",4,03/11/2016
The Hong Kong Jockey Club Master 3,v,Hong Kong Cricket Club M3,HKJC Sha Tin Club House (HKJC),18:30,"5-0(3-1,3-2,3-0,3-0,3-0)",4,03/11/2016
Alpha CUHK Master,v,Hong Kong Football Club M3A,Chinese University of HK (CUHK),18:30,"2-3(3-1,0-3,3-0,2-3,1-3)",4,03/11/2016
The Hong Kong Jockey Club Master 3,v,Hong Kong Football Club M3A,HKJC Sha Tin Club House (HKJC),18:30,"2-3(3-2,1-3,3-1,2-3,2-3)",5,10/11/2016
Sovereign Group LRC Master 3,v,Hong Kong Cricket Club M3,Ladies Recreation Club (LRC),18:30,"5-0(3-0,3-1,3-0,3-0,3-1)",5,10/11/2016
American Club,v,Perrier KCC M3,American Club,18:30,"0-5(0-3,1-3,0-3,0-3,0-3)",5,10/11/2016
Hong Kong Football Club M3B,v,Alpha CUHK Master,Hong Kong Football Club (HKFC),18:30,"4-1(0-3,3-0,3-1,3-2,3-0)",5,10/11/2016
Hong Kong Football Club M3A,v,Hong Kong Cricket Club M3,Hong Kong Football Club (HKFC),18:30,"5-0(3-2,3-1,3-1,3-0,WO)",6,17/11/2016
The Hong Kong Jockey Club Master 3,v,Hong Kong Football Club M3B,HKJC Sha Tin Club House (HKJC),18:30,"4-1(3-0,3-0,2-3,3-0,3-0)",6,17/11/2016
Alpha CUHK Master,v,American Club,Chinese University of HK (CUHK),18:30,"4-1(3-0,0-3,3-0,3-1,3-1)",6,17/11/2016
Perrier KCC M3,v,Sovereign Group LRC Master 3,Kowloon Cricket Club (KCC),18:30,"3-2(3-0,3-2,1-3,3-0,1-3)",6,17/11/2016
