Home Team,vs,Away Team,Venue,Time,Result,Match Week,Date
Bolton 1,v,United Services Recreation Club M4,Masters - HK Squash Centre (HKSC - M),18:30,"0-5(1-3,0-3,0-3,0-3,0-3)",1,06/10/2016
Hong Kong Football Club M4,v,Royal Hong Kong Yacht Club M4,Hong Kong Football Club (HKFC),18:30,"0-5(0-3,1-3,1-3,2-3,0-3)",1,06/10/2016
HK Club Blue,v,Jaws Master,HK CLUB,18:30,"0-5(0-3,0-3,0-3,0-3,0-3)",1,06/10/2016
WAKO Senior,v,Hong Kong Cricket Club M4,Masters - Java Road (JRSC - M),18:30,"2-3(2-3,3-0,0-3,2-3,3-2)",1,06/10/2016
Royal Hong Kong Yacht Club M4,v,HK Club Blue,Royal Hong Kong Yacht Club (RHKYC),18:30,"4-1(1-3,3-2,3-0,3-0,3-2)",2,20/10/2016
Jaws Master,v,Bolton 1,Masters - HK Squash Centre (HKSC - M),18:30,"5-0(3-1,3-1,3-2,3-1,3-0)",2,20/10/2016
WAKO Senior,v,Hong Kong Football Club M4,Masters - Java Road (JRSC - M),18:30,"4-1(3-0,3-0,3-0,3-0,2-3)",2,20/10/2016
United Services Recreation Club M4,v,Hong Kong Cricket Club M4,United Services Recreation Club (USRC),18:30,"4-1(3-0,3-2,3-0,0-3,3-2)",2,20/10/2016
Hong Kong Cricket Club M4,v,Jaws Master,Hong Kong Cricket Club (HKCC),18:30,"0-5(1-3,0-3,1-3,1-3,0-3)",3,27/10/2016
HK Club Blue,v,Bolton 1,HK CLUB,18:30,"5-0(3-0,3-0,3-2,3-0,3-0)",3,27/10/2016
Hong Kong Football Club M4,v,United Services Recreation Club M4,Hong Kong Football Club (HKFC),18:30,"0-5(0-3,0-3,1-3,0-3,0-3)",3,27/10/2016
Royal Hong Kong Yacht Club M4,v,WAKO Senior,Royal Hong Kong Yacht Club (RHKYC),18:30,"2-3(3-0,1-3,0-3,0-3,3-0)",3,27/10/2016
Jaws Master,v,Hong Kong Football Club M4,Masters - HK Squash Centre (HKSC - M),18:30,"5-0(3-0,3-0,3-0,3-0,3-0)",4,03/11/2016
Bolton 1,v,Hong Kong Cricket Club M4,Masters - HK Squash Centre (HKSC - M),18:30,"2-3(3-2,3-2,0-3,0-3,0-3)",4,03/11/2016
WAKO Senior,v,HK Club Blue,Masters - Java Road (JRSC - M),18:30,"3-2(1-3,2-3,3-0,3-0,3-0)",4,03/11/2016
United Services Recreation Club M4,v,Royal Hong Kong Yacht Club M4,United Services Recreation Club (USRC),18:30,"1-4(3-1,1-3,1-3,2-3,1-3)",4,03/11/2016
Hong Kong Football Club M4,v,Bolton 1,Hong Kong Football Club (HKFC),18:30,"2-3(0-3,3-2,3-2,1-3,0-3)",5,10/11/2016
Royal Hong Kong Yacht Club M4,v,Jaws Master,Royal Hong Kong Yacht Club (RHKYC),18:30,"3-2(1-3,1-3,3-0,3-2,3-0)",5,10/11/2016
Hong Kong Cricket Club M4,v,HK Club Blue,Hong Kong Cricket Club (HKCC),18:30,"4-1(1-3,3-1,3-1,3-0,3-0)",5,10/11/2016
WAKO Senior,v,United Services Recreation Club M4,Masters - Java Road (JRSC - M),18:30,"1-4(1-3,0-3,3-0,1-3,0-3)",5,10/11/2016
United Services Recreation Club M4,v,HK Club Blue,United Services Recreation Club (USRC),18:30,"5-0(3-0,3-1,3-1,3-0,3-1)",6,17/11/2016
Hong Kong Cricket Club M4,v,Hong Kong Football Club M4,Hong Kong Cricket Club (HKCC),18:30,"5-0(3-0,3-1,3-2,3-2,3-1)",6,17/11/2016
Jaws Master,v,WAKO Senior,Masters - HK Squash Centre (HKSC - M),18:30,"4-1(3-1,3-1,3-0,2-3,3-0)",6,17/11/2016
Bolton 1,v,Royal Hong Kong Yacht Club M4,Masters - HK Squash Centre (HKSC - M),18:30,"1-4(2-3,3-2,1-3,1-3,1-3)",6,17/11/2016
Hong Kong Football Club M4,v,HK Club Blue,Hong Kong Football Club (HKFC),18:30,"1-4(0-3,0-3,0-3,3-0,0-3)",7,24/11/2016
WAKO Senior,v,Bolton 1,Masters - Java Road (JRSC - M),18:30,"5-0(3-0,3-0,3-0,3-0,3-1)",7,24/11/2016
Royal Hong Kong Yacht Club M4,v,Hong Kong Cricket Club M4,Royal Hong Kong Yacht Club (RHKYC),18:30,"5-0(3-0,3-0,3-0,3-1,3-0)",7,24/11/2016
United Services Recreation Club M4,v,Jaws Master,United Services Recreation Club (USRC),18:30,"4-1(0-3,3-0,3-0,3-0,3-0)",7,24/11/2016
Royal Hong Kong Yacht Club M4,v,Hong Kong Football Club M4,Royal Hong Kong Yacht Club (RHKYC),18:30,"3-2(3-0,3-0,3-1,1-3,1-3)",8,01/12/2016
Jaws Master,v,HK Club Blue,Masters - HK Squash Centre (HKSC - M),18:30,"5-0(3-1,3-0,3-0,3-1,3-2)",8,01/12/2016
